,Location,Date,Value
760,Erna Fergusson Library Bicycle Westbound,2019-04,1301.0
761,Erna Fergusson Library PED Eastbound,2019-04,2676.0
762,Erna Fergusson Library PED Westbound,2019-04,2054.0
763,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2019-04,3044.0
764,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2019-04,3184.0
765,North Diversion Channel Trail & Indian School Pedestrians NORTH,2019-04,1318.0
766,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2019-04,1569.0
767,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2019-04,3469.0
768,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2019-04,3203.0
769,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2019-04,1958.0
770,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2019-04,1498.0
771,Jerry Cline Park Cyclists IN West,2019-04,793.0
772,Paseo del Bosque & Montano Rd Cyclists North,2019-04,7250.0
773,Paseo del Bosque & Montano Rd Cyclists South,2019-04,7281.0
774,Paseo del Bosque & Montano Rd Pedestrians North,2019-04,2216.0
775,Paseo del Bosque & Montano Rd Pedestrians South,2019-04,2716.0
776,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2019-04,7195.0
777,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2019-04,7222.0
778,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2019-04,3676.0
779,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2019-04,3647.0
780,Paseo del Norte & Rail Runner Bicycle Eastbound,2019-04,2109.0
781,Paseo del Norte & Rail Runner Bicycle Westbound,2019-04,
782,Paseo del Norte & Rail Runner PED Eastbound,2019-04,426.0
783,Paseo del Norte & Rail Runer PED Westbound,2019-04,455.0
784,Jerry Cline Park Pedestrians IN West,2019-05,3410.0
785,Jerry Cline Park Pedestrians OUT East,2019-05,2525.0
786,Jerry Cline Park Bicyclists OUT East,2019-05,1516.0
787,Erna Fergusson Library Bicycle Eastbound,2019-05,1571.0
788,Erna Fergusson Library Bicycle Westbound,2019-05,1527.0
789,Erna Fergusson Library PED Eastbound,2019-05,2386.0
790,Erna Fergusson Library PED Westbound,2019-05,1999.0
791,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2019-05,3144.0
792,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2019-05,3451.0
793,North Diversion Channel Trail & Indian School Pedestrians NORTH,2019-05,972.0
794,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2019-05,1246.0
795,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2019-05,3566.0
796,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2019-05,3468.0
797,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2019-05,2405.0
798,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2019-05,1517.0
799,Jerry Cline Park Cyclists IN West,2019-05,993.0
800,Paseo del Bosque & Montano Rd Cyclists North,2019-05,7803.0
801,Paseo del Bosque & Montano Rd Cyclists South,2019-05,7836.0
802,Paseo del Bosque & Montano Rd Pedestrians North,2019-05,2100.0
803,Paseo del Bosque & Montano Rd Pedestrians South,2019-05,2527.0
804,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2019-05,8527.0
805,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2019-05,8394.0
806,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2019-05,4706.0
807,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2019-05,4162.0
808,Paseo del Norte & Rail Runner Bicycle Eastbound,2019-05,2327.0
809,Paseo del Norte & Rail Runner Bicycle Westbound,2019-05,
810,Paseo del Norte & Rail Runner PED Eastbound,2019-05,433.0
811,Paseo del Norte & Rail Runer PED Westbound,2019-05,471.0
812,Jerry Cline Park Pedestrians IN West,2019-06,2651.0
813,Jerry Cline Park Pedestrians OUT East,2019-06,2444.0
814,Jerry Cline Park Bicyclists OUT East,2019-06,1835.0
815,Erna Fergusson Library Bicycle Eastbound,2019-06,1752.0
816,Erna Fergusson Library Bicycle Westbound,2019-06,1673.0
817,Erna Fergusson Library PED Eastbound,2019-06,2272.0
818,Erna Fergusson Library PED Westbound,2019-06,1913.0
819,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2019-06,2885.0
820,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2019-06,4093.0
821,North Diversion Channel Trail & Indian School Pedestrians NORTH,2019-06,1489.0
822,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2019-06,2394.0
823,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2019-06,4121.0
824,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2019-06,4082.0
825,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2019-06,7048.0
826,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2019-06,1999.0
827,Jerry Cline Park Cyclists IN West,2019-06,2059.0
828,Paseo del Bosque & Montano Rd Cyclists North,2019-06,9432.0
829,Paseo del Bosque & Montano Rd Cyclists South,2019-06,9641.0
830,Paseo del Bosque & Montano Rd Pedestrians North,2019-06,2154.0
831,Paseo del Bosque & Montano Rd Pedestrians South,2019-06,2800.0
832,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2019-06,9692.0
833,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2019-06,9211.0
834,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2019-06,4835.0
835,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2019-06,4521.0
836,Paseo del Norte & Rail Runner Bicycle Eastbound,2019-06,2820.0
837,Paseo del Norte & Rail Runner Bicycle Westbound,2019-06,
838,Paseo del Norte & Rail Runner PED Eastbound,2019-06,410.0
839,Paseo del Norte & Rail Runer PED Westbound,2019-06,590.0
840,Jerry Cline Park Pedestrians IN West,2019-07,2227.0
841,Jerry Cline Park Pedestrians OUT East,2019-07,2097.0
842,Jerry Cline Park Bicyclists OUT East,2019-07,1846.0
843,Erna Fergusson Library Bicycle Eastbound,2019-07,1817.0
844,Erna Fergusson Library Bicycle Westbound,2019-07,1631.0
845,Erna Fergusson Library PED Eastbound,2019-07,2315.0
846,Erna Fergusson Library PED Westbound,2019-07,1871.0
847,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2019-07,967.0
848,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2019-07,1502.0
849,North Diversion Channel Trail & Indian School Pedestrians NORTH,2019-07,2330.0
850,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2019-07,2886.0
851,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2019-07,4503.0
852,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2019-07,4238.0
853,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2019-07,5416.0
854,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2019-07,1415.0
855,Jerry Cline Park Cyclists IN West,2019-07,2107.0
856,Paseo del Bosque & Montano Rd Cyclists North,2019-07,9546.0
857,Paseo del Bosque & Montano Rd Cyclists South,2019-07,9886.0
858,Paseo del Bosque & Montano Rd Pedestrians North,2019-07,2017.0
859,Paseo del Bosque & Montano Rd Pedestrians South,2019-07,3085.0
860,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2019-07,9729.0
861,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2019-07,9224.0
862,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2019-07,3640.0
863,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2019-07,3319.0
864,Paseo del Norte & Rail Runner Bicycle Eastbound,2019-07,2805.0
865,Paseo del Norte & Rail Runner Bicycle Westbound,2019-07,
866,Paseo del Norte & Rail Runner PED Eastbound,2019-07,397.0
867,Paseo del Norte & Rail Runer PED Westbound,2019-07,3924.0
868,Jerry Cline Park Pedestrians IN West,2019-08,2188.0
869,Jerry Cline Park Pedestrians OUT East,2019-08,2081.0
870,Jerry Cline Park Bicyclists OUT East,2019-08,1874.0
871,Erna Fergusson Library Bicycle Eastbound,2019-08,1869.0
872,Erna Fergusson Library Bicycle Westbound,2019-08,1623.0
873,Erna Fergusson Library PED Eastbound,2019-08,2223.0
874,Erna Fergusson Library PED Westbound,2019-08,1712.0
875,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2019-08,0.0
876,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2019-08,0.0
877,North Diversion Channel Trail & Indian School Pedestrians NORTH,2019-08,0.0
878,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2019-08,0.0
879,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2019-08,4241.0
880,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2019-08,3961.0
881,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2019-08,5152.0
882,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2019-08,1663.0
883,Jerry Cline Park Cyclists IN West,2019-08,2162.0
884,Paseo del Bosque & Montano Rd Cyclists North,2019-08,9369.0
885,Paseo del Bosque & Montano Rd Cyclists South,2019-08,9524.0
886,Paseo del Bosque & Montano Rd Pedestrians North,2019-08,2090.0
887,Paseo del Bosque & Montano Rd Pedestrians South,2019-08,3401.0
888,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2019-08,7750.0
889,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2019-08,7544.0
890,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2019-08,2755.0
891,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2019-08,2588.0
892,Paseo del Norte & Rail Runner Bicycle Eastbound,2019-08,2688.0
893,Paseo del Norte & Rail Runner Bicycle Westbound,2019-08,
894,Paseo del Norte & Rail Runner PED Eastbound,2019-08,414.0
895,Paseo del Norte & Rail Runer PED Westbound,2019-08,3444.0
896,Jerry Cline Park Pedestrians IN West,2019-09,2220.0
897,Jerry Cline Park Pedestrians OUT East,2019-09,1990.0
898,Jerry Cline Park Bicyclists OUT East,2019-09,2359.0
899,Erna Fergusson Library Bicycle Eastbound,2019-09,1797.0
900,Erna Fergusson Library Bicycle Westbound,2019-09,1612.0
901,Erna Fergusson Library PED Eastbound,2019-09,2371.0
902,Erna Fergusson Library PED Westbound,2019-09,1975.0
903,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2019-09,0.0
904,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2019-09,0.0
905,North Diversion Channel Trail & Indian School Pedestrians NORTH,2019-09,0.0
906,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2019-09,0.0
907,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2019-09,3948.0
908,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2019-09,3869.0
909,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2019-09,3986.0
910,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2019-09,1551.0
911,Jerry Cline Park Cyclists IN West,2019-09,2429.0
912,Paseo del Bosque & Montano Rd Cyclists North,2019-09,8813.0
913,Paseo del Bosque & Montano Rd Cyclists South,2019-09,8978.0
914,Paseo del Bosque & Montano Rd Pedestrians North,2019-09,2354.0
915,Paseo del Bosque & Montano Rd Pedestrians South,2019-09,3456.0
916,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2019-09,8881.0
917,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2019-09,8870.0
918,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2019-09,3186.0
919,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2019-09,3259.0
920,Paseo del Norte & Rail Runner Bicycle Eastbound,2019-09,2579.0
921,Paseo del Norte & Rail Runner Bicycle Westbound,2019-09,
922,Paseo del Norte & Rail Runner PED Eastbound,2019-09,416.0
923,Paseo del Norte & Rail Runer PED Westbound,2019-09,3686.0
924,Jerry Cline Park Pedestrians IN West,2019-10,2062.0
925,Jerry Cline Park Pedestrians OUT East,2019-10,1611.0
926,Jerry Cline Park Bicyclists OUT East,2019-10,1383.0
927,Erna Fergusson Library Bicycle Eastbound,2019-10,1375.0
928,Erna Fergusson Library Bicycle Westbound,2019-10,1345.0
929,Erna Fergusson Library PED Eastbound,2019-10,2461.0
930,Erna Fergusson Library PED Westbound,2019-10,2058.0
931,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2019-10,0.0
932,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2019-10,0.0
933,North Diversion Channel Trail & Indian School Pedestrians NORTH,2019-10,0.0
934,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2019-10,0.0
935,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2019-10,6536.0
936,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2019-10,6199.0
937,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2019-10,3354.0
938,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2019-10,2374.0
939,Jerry Cline Park Cyclists IN West,2019-10,1459.0
940,Paseo del Bosque & Montano Rd Cyclists North,2019-10,8087.0
941,Paseo del Bosque & Montano Rd Cyclists South,2019-10,8089.0
942,Paseo del Bosque & Montano Rd Pedestrians North,2019-10,2710.0
943,Paseo del Bosque & Montano Rd Pedestrians South,2019-10,3462.0
944,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2019-10,6678.0
945,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2019-10,6660.0
946,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2019-10,3759.0
947,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2019-10,3988.0
948,Paseo del Norte & Rail Runner Bicycle Eastbound,2019-10,2780.0
949,Paseo del Norte & Rail Runner Bicycle Westbound,2019-10,
950,Paseo del Norte & Rail Runner PED Eastbound,2019-10,1202.0
951,Paseo del Norte & Rail Runer PED Westbound,2019-10,1429.0
952,Jerry Cline Park Pedestrians IN West,2019-11,2260.0
953,Jerry Cline Park Pedestrians OUT East,2019-11,1490.0
954,Jerry Cline Park Bicyclists OUT East,2019-11,978.0
955,Erna Fergusson Library Bicycle Eastbound,2019-11,896.0
956,Erna Fergusson Library Bicycle Westbound,2019-11,781.0
957,Erna Fergusson Library PED Eastbound,2019-11,1835.0
958,Erna Fergusson Library PED Westbound,2019-11,1529.0
959,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2019-11,0.0
960,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2019-11,0.0
961,North Diversion Channel Trail & Indian School Pedestrians NORTH,2019-11,0.0
962,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2019-11,0.0
963,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2019-11,2223.0
964,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2019-11,2216.0
965,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2019-11,1099.0
966,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2019-11,1047.0
967,Jerry Cline Park Cyclists IN West,2019-11,516.0
968,Paseo del Bosque & Montano Rd Cyclists North,2019-11,4426.0
969,Paseo del Bosque & Montano Rd Cyclists South,2019-11,4573.0
970,Paseo del Bosque & Montano Rd Pedestrians North,2019-11,1587.0
971,Paseo del Bosque & Montano Rd Pedestrians South,2019-11,1938.0
972,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2019-11,4392.0
973,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2019-11,4254.0
974,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2019-11,2436.0
975,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2019-11,2367.0
976,Paseo del Norte & Rail Runner Bicycle Eastbound,2019-11,1455.0
977,Paseo del Norte & Rail Runner Bicycle Westbound,2019-11,
978,Paseo del Norte & Rail Runner PED Eastbound,2019-11,315.0
979,Paseo del Norte & Rail Runer PED Westbound,2019-11,819.0
980,Jerry Cline Park Pedestrians IN West,2019-12,1838.0
981,Jerry Cline Park Pedestrians OUT East,2019-12,1399.0
982,Jerry Cline Park Bicyclists OUT East,2019-12,712.0
983,Erna Fergusson Library Bicycle Eastbound,2019-12,662.0
984,Erna Fergusson Library Bicycle Westbound,2019-12,633.0
985,Erna Fergusson Library PED Eastbound,2019-12,1709.0
986,Erna Fergusson Library PED Westbound,2019-12,1324.0
987,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2019-12,845.0
988,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2019-12,825.0
989,North Diversion Channel Trail & Indian School Pedestrians NORTH,2019-12,662.0
990,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2019-12,888.0
991,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2019-12,1532.0
992,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2019-12,1501.0
993,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2019-12,953.0
994,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2019-12,936.0
995,Jerry Cline Park Cyclists IN West,2019-12,446.0
996,Paseo del Bosque & Montano Rd Cyclists North,2019-12,2460.0
997,Paseo del Bosque & Montano Rd Cyclists South,2019-12,2579.0
998,Paseo del Bosque & Montano Rd Pedestrians North,2019-12,1390.0
999,Paseo del Bosque & Montano Rd Pedestrians South,2019-12,1495.0
1000,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2019-12,2285.0
1001,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2019-12,2042.0
1002,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2019-12,11764.0
1003,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2019-12,2104.0
1004,Paseo del Norte & Rail Runner Bicycle Eastbound,2019-12,873.0
1005,Paseo del Norte & Rail Runner Bicycle Westbound,2019-12,
1006,Paseo del Norte & Rail Runner PED Eastbound,2019-12,401.0
1007,Paseo del Norte & Rail Runer PED Westbound,2019-12,788.0
1008,Jerry Cline Park Pedestrians IN West,2020-01,2295.0
1009,Jerry Cline Park Pedestrians OUT East,2020-01,1682.0
1010,Jerry Cline Park Bicyclists OUT East,2020-01,759.0
1011,Erna Fergusson Library Bicycle Eastbound,2020-01,791.0
1012,Erna Fergusson Library Bicycle Westbound,2020-01,696.0
1013,Erna Fergusson Library PED Eastbound,2020-01,1969.0
1014,Erna Fergusson Library PED Westbound,2020-01,1358.0
1015,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2020-01,1791.0
1016,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2020-01,1825.0
1017,North Diversion Channel Trail & Indian School Pedestrians NORTH,2020-01,1038.0
1018,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2020-01,1193.0
1019,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2020-01,1832.0
1020,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2020-01,1859.0
1021,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2020-01,1166.0
1022,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2020-01,1143.0
1023,Jerry Cline Park Cyclists IN West,2020-01,358.0
1024,Paseo del Bosque & Montano Rd Cyclists North,2020-01,3157.0
1025,Paseo del Bosque & Montano Rd Cyclists South,2020-01,3102.0
1026,Paseo del Bosque & Montano Rd Pedestrians North,2020-01,1446.0
1027,Paseo del Bosque & Montano Rd Pedestrians South,2020-01,1536.0
1028,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2020-01,2409.0
1029,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2020-01,1903.0
1030,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2020-01,
1031,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2020-01,1406.0
1032,Paseo del Norte & Rail Runner Bicycle Eastbound,2020-01,1075.0
1033,Paseo del Norte & Rail Runner Bicycle Westbound,2020-01,1082.0
1034,Paseo del Norte & Rail Runner PED Eastbound,2020-01,269.0
1035,Paseo del Norte & Rail Runer PED Westbound,2020-01,703.0
1036,Jerry Cline Park Pedestrians IN West,2020-02,823.0
1037,Jerry Cline Park Pedestrians OUT East,2020-02,618.0
1038,Jerry Cline Park Bicyclists OUT East,2020-02,267.0
1039,Erna Fergusson Library Bicycle Eastbound,2020-02,867.0
1040,Erna Fergusson Library Bicycle Westbound,2020-02,806.0
1041,Erna Fergusson Library PED Eastbound,2020-02,1910.0
1042,Erna Fergusson Library PED Westbound,2020-02,1394.0
1043,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2020-02,2019.0
1044,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2020-02,1986.0
1045,North Diversion Channel Trail & Indian School Pedestrians NORTH,2020-02,1081.0
1046,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2020-02,1191.0
1047,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2020-02,2025.0
1048,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2020-02,2067.0
1049,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2020-02,1061.0
1050,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2020-02,1099.0
1051,Jerry Cline Park Cyclists IN West,2020-02,127.0
1052,Paseo del Bosque & Montano Rd Cyclists North,2020-02,4038.0
1053,Paseo del Bosque & Montano Rd Cyclists South,2020-02,4050.0
1054,Paseo del Bosque & Montano Rd Pedestrians North,2020-02,1686.0
1055,Paseo del Bosque & Montano Rd Pedestrians South,2020-02,1813.0
1056,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2020-02,3908.0
1057,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2020-02,3945.0
1058,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2020-02,
1059,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2020-02,2514.0
1060,Paseo del Norte & Rail Runner Bicycle Eastbound,2020-02,1309.0
1061,Paseo del Norte & Rail Runner Bicycle Westbound,2020-02,1285.0
1062,Paseo del Norte & Rail Runner PED Eastbound,2020-02,343.0
1063,Paseo del Norte & Rail Runer PED Westbound,2020-02,474.0
1064,Jerry Cline Park Pedestrians IN West,2020-03,3180.0
1065,Jerry Cline Park Pedestrians OUT East,2020-03,2148.0
1066,Jerry Cline Park Bicyclists OUT East,2020-03,1142.0
1067,Erna Fergusson Library Bicycle Eastbound,2020-03,1494.0
1068,Erna Fergusson Library Bicycle Westbound,2020-03,1462.0
1069,Erna Fergusson Library PED Eastbound,2020-03,2635.0
1070,Erna Fergusson Library PED Westbound,2020-03,2350.0
1071,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2020-03,2941.0
1072,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2020-03,2830.0
1073,North Diversion Channel Trail & Indian School Pedestrians NORTH,2020-03,1435.0
1074,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2020-03,1644.0
1075,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2020-03,3590.0
1076,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2020-03,3417.0
1077,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2020-03,1868.0
1078,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2020-03,1513.0
1079,Jerry Cline Park Cyclists IN West,2020-03,472.0
1080,Paseo del Bosque & Montano Rd Cyclists North,2020-03,8149.0
1081,Paseo del Bosque & Montano Rd Cyclists South,2020-03,8112.0
1082,Paseo del Bosque & Montano Rd Pedestrians North,2020-03,2630.0
1083,Paseo del Bosque & Montano Rd Pedestrians South,2020-03,3032.0
1084,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2020-03,7919.0
1085,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2020-03,7791.0
1086,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2020-03,
1087,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2020-03,3615.0
1088,Paseo del Norte & Rail Runner Bicycle Eastbound,2020-03,2132.0
1089,Paseo del Norte & Rail Runner Bicycle Westbound,2020-03,2347.0
1090,Paseo del Norte & Rail Runner PED Eastbound,2020-03,545.0
1091,Paseo del Norte & Rail Runer PED Westbound,2020-03,641.0
1092,Jerry Cline Park Pedestrians IN West,2020-04,6038.0
1093,Jerry Cline Park Pedestrians OUT East,2020-04,4162.0
1094,Jerry Cline Park Bicyclists OUT East,2020-04,2350.0
1095,Erna Fergusson Library Bicycle Eastbound,2020-04,2312.0
1096,Erna Fergusson Library Bicycle Westbound,2020-04,2188.0
1097,Erna Fergusson Library PED Eastbound,2020-04,3588.0
1098,Erna Fergusson Library PED Westbound,2020-04,3379.0
1099,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2020-04,3921.0
1100,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2020-04,3926.0
1101,North Diversion Channel Trail & Indian School Pedestrians NORTH,2020-04,1739.0
1102,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2020-04,2166.0
1103,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2020-04,5119.0
1104,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2020-04,4987.0
1105,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2020-04,4280.0
1106,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2020-04,2125.0
1107,Jerry Cline Park Cyclists IN West,2020-04,889.0
1108,Paseo del Bosque & Montano Rd Cyclists North,2020-04,12646.0
1109,Paseo del Bosque & Montano Rd Cyclists South,2020-04,12641.0
1110,Paseo del Bosque & Montano Rd Pedestrians North,2020-04,3084.0
1111,Paseo del Bosque & Montano Rd Pedestrians South,2020-04,3688.0
1112,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2020-04,7486.0
1113,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2020-04,7257.0
1114,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2020-04,
1115,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2020-04,2851.0
1116,Paseo del Norte & Rail Runner Bicycle Eastbound,2020-04,3391.0
1117,Paseo del Norte & Rail Runner Bicycle Westbound,2020-04,3462.0
1118,Paseo del Norte & Rail Runner PED Eastbound,2020-04,659.0
1119,Paseo del Norte & Rail Runer PED Westbound,2020-04,875.0
1120,Jerry Cline Park Pedestrians IN West,2020-05,6837.0
1121,Jerry Cline Park Pedestrians OUT East,2020-05,4676.0
1122,Jerry Cline Park Bicyclists OUT East,2020-05,2817.0
1123,Erna Fergusson Library Bicycle Eastbound,2020-05,2759.0
1124,Erna Fergusson Library Bicycle Westbound,2020-05,2500.0
1125,Erna Fergusson Library PED Eastbound,2020-05,4230.0
1126,Erna Fergusson Library PED Westbound,2020-05,3895.0
1127,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2020-05,3960.0
1128,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2020-05,4892.0
1129,North Diversion Channel Trail & Indian School Pedestrians NORTH,2020-05,1474.0
1130,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2020-05,1912.0
1131,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2020-05,6104.0
1132,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2020-05,5940.0
1133,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2020-05,4591.0
1134,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2020-05,2136.0
1135,Jerry Cline Park Cyclists IN West,2020-05,1364.0
